fips,cases,deaths,lat,long,state,county,total_population
18123,5869,41557,38.07809328,-86.63741946, Indiana,Perry County,19102
18125,4486,32998,38.40112197,-87.23574907, Indiana,Pike County,12378
18127,47503,334301,41.45986947,-87.06848888, Indiana,Porter County,168636
18129,7883,35935,38.02097333,-87.86480429, Indiana,Posey County,25560
18131,3528,50326,41.04166107,-86.69890683, Indiana,Pulaski County,12559
18133,11166,72906,39.66437981,-86.84517605, Indiana,Putnam County,37384
18135,6999,88336,40.15734772,-85.01139319, Indiana,Randolph County,24926
18137,10040,79574,39.10235626,-85.26212744, Indiana,Ripley County,28391
18139,6063,31770,39.62002287,-85.4655599, Indiana,Rush County,16641
18141,84547,559302,41.61756781,-86.29040834, Indiana,St. Joseph County,270216
18143,9432,62676,38.68672078,-85.74627859, Indiana,Scott County,23759
18145,17056,107483,39.52305623,-85.7915857, Indiana,Shelby County,44438
18147,6139,35088,38.01519732,-87.0079644, Indiana,Spencer County,20447
18149,5609,60514,41.27890281,-86.64686895, Indiana,Starke County,22952
18151,11449,68189,41.64423868,-85.00101094, Indiana,Steuben County,34453
18153,6386,45908,39.08952258,-87.41414469, Indiana,Sullivan County,20730
18155,2659,10886,38.82767338,-85.03022429, Indiana,Switzerland County,10685
18157,60747,235771,40.38872739,-86.89413959, Indiana,Tippecanoe County,191553
18159,3983,52488,40.31123252,-86.05234925, Indiana,Tipton County,15162
18161,2337,11983,39.62550777,-84.92497066, Indiana,Union County,7113
18163,70614,393971,38.02658833,-87.58763124, Indiana,Vanderburgh County,181291
18165,4907,46219,39.8523352,-87.46160542, Indiana,Vermillion County,15539
18167,35028,256268,39.42944561,-87.39169027, Indiana,Vigo County,107459
18169,10403,92671,40.84704239,-85.79328272, Indiana,Wabash County,31389
18171,2373,16243,40.34728141,-87.35602659, Indiana,Warren County,8237
18173,24794,158213,38.08922676,-87.2716085, Indiana,Warrick County,62280
18175,7160,46023,38.60219804,-86.1049363, Indiana,Washington County,27848
18177,23357,208137,39.8633444,-85.01044989, Indiana,Wayne County,66342
18179,7547,80772,40.72934187,-85.22132966, Indiana,Wells County,28011
18181,8219,58590,40.74911165,-86.86492015, Indiana,White County,24149
18183,11393,48979,41.13863784,-85.50791236, Indiana,Whitley County,33730
19001,1799,30927,41.33075609,-94.47105874, Iowa,Adair County,7085
19003,936,6857,41.02903567,-94.69932645, Iowa,Adams County,3670
19005,3231,42262,43.28383218,-91.37860922, Iowa,Allamakee County,13813
19007,3425,44997,40.74324454,-92.86865906, Iowa,Appanoose County,12452
19009,1309,12303,41.6844628,-94.90581859, Iowa,Audubon County,5571
19011,7214,50211,42.08011739,-92.06463573, Iowa,Benton County,25636
19013,38803,316468,42.4704581,-92.30524729, Iowa,Black Hawk County,132393
19015,6505,34685,42.03657094,-93.9313999, Iowa,Boone County,26370
19017,6351,55672,42.77461496,-92.31795937, Iowa,Bremer County,24864
19019,5511,35258,42.4709188,-91.83510825, Iowa,Buchanan County,21118
19021,6978,39027,42.73545875,-95.15100162, Iowa,Buena Vista County,20058
19023,3800,33662,42.73172833,-92.79015971, Iowa,Butler County,14628
19025,3063,14670,42.38521079,-94.64046046, Iowa,Calhoun County,9744
19027,5653,46063,42.03617207,-94.86032705, Iowa,Carroll County,20281
19029,3313,50888,41.33149454,-94.92792482, Iowa,Cass County,13091
19031,5025,23506,41.77233777,-91.13246684, Iowa,Cedar County,18457
19033,12747,102539,43.08177563,-93.2612239, Iowa,Cerro Gordo County,42834
19035,3569,38668,42.73538914,-95.62389402, Iowa,Cherokee County,11343
19037,3152,18459,43.06001295,-92.31773347, Iowa,Chickasaw County,12026
19039,2690,23189,41.02868181,-93.78499767, Iowa,Clarke County,9360
19041,4807,27624,43.08247182,-95.15096481, Iowa,Clay County,16211
19043,4018,49448,42.84443388,-91.34133693, Iowa,Clayton County,17625
19045,13827,93206,41.89981633,-90.53275096, Iowa,Clinton County,46909
19047,5020,36335,42.03718237,-95.3819718, Iowa,Crawford County,17034
19049,26794,98726,41.68560356,-94.04127625, Iowa,Dallas County,87099
19051,1821,21861,40.74773536,-92.41005468, Iowa,Davis County,8920
19053,1840,13228,40.73742757,-93.78645949, Iowa,Decatur County,7979
19055,4756,42812,42.47104597,-91.3664492, Iowa,Delaware County,17183
19057,11234,81630,40.92012606,-91.18326592, Iowa,Des Moines County,39386
19059,4723,44627,43.37787725,-95.1510206, Iowa,Dickinson County,17127
19061,30896,200042,42.46815349,-90.88181925, Iowa,Dubuque County,96982
19063,2677,36742,43.37782951,-94.67858943, Iowa,Emmet County,9438
19065,4931,44367,42.86271799,-91.8441231, Iowa,Fayette County,19803
19067,4177,40637,43.0600053,-92.78940097, Iowa,Floyd County,15786
19069,2943,27225,42.73270384,-93.26256925, Iowa,Franklin County,10162
19071,1634,13222,40.7454272,-95.60129045, Iowa,Fremont County,6946
19073,2047,12769,42.03614551,-94.39658081, Iowa,Greene County,8950
19075,3042,29326,42.40183723,-92.78829551, Iowa,Grundy County,12299
19077,2769,30449,41.68378965,-94.50111014, Iowa,Guthrie County,10669
19079,3988,46325,42.38382428,-93.70197703, Iowa,Hamilton County,14997
19081,3277,31159,43.08178477,-93.73454884, Iowa,Hancock County,10802
19083,5050,40151,42.38353877,-93.23654611, Iowa,Hardin County,17061
19085,3834,64205,41.68330137,-95.81558439, Iowa,Harrison County,14089
19087,6500,43494,40.98767962,-91.54436349, Iowa,Henry County,19941
19089,2308,21892,43.35671042,-92.31702714, Iowa,Howard County,9226
19091,3055,24435,42.7764426,-94.20722537, Iowa,Humboldt County,9554
19093,2136,31818,42.38696136,-95.51355387, Iowa,Ida County,6901
19095,4323,28634,41.68630265,-92.0643373, Iowa,Iowa County,16189
19097,5511,42125,42.17178824,-90.57354837, Iowa,Jackson County,19401
19099,10403,75233,41.68576082,-93.05567785, Iowa,Jasper County,36971
19101,4361,32934,41.03192394,-91.94849466, Iowa,Jefferson County,18148
19103,44831,93347,41.67169354,-91.58754744, Iowa,Johnson County,148577
19105,6452,50069,42.12118609,-91.13139641, Iowa,Jones County,20559
19107,2476,30702,41.33649833,-92.1785067, Iowa,Keokuk County,10188
19109,4341,57275,43.20405458,-94.20691791, Iowa,Kossuth County,14978
19111,9187,77946,40.64181461,-91.48183025, Iowa,Lee County,34227
19113,64506,374587,42.07923082,-91.59809485, Iowa,Linn County,223861
19115,2944,43808,41.21842119,-91.26102611, Iowa,Louisa County,11178
19117,2177,20874,41.02958964,-93.32780803, Iowa,Lucas County,8583
19119,3150,34567,43.38107862,-96.20926845, Iowa,Lyon County,11776
19121,3689,22438,41.33081904,-94.01554631, Iowa,Madison County,16012
19123,5780,56103,41.33521503,-92.64083907, Iowa,Mahaska County,22164
19125,8864,76668,41.33445101,-93.09934783, Iowa,Marion County,33172
19127,11391,77969,42.03586837,-92.9990819, Iowa,Marshall County,39964
19129,3993,24933,41.03299766,-95.61920963, Iowa,Mills County,15034
19131,2819,34087,43.35638371,-92.78887719, Iowa,Mitchell County,10608
19133,2083,29970,42.05220391,-95.95743843, Iowa,Monona County,8730
19135,2187,31863,41.02988815,-92.8690667, Iowa,Monroe County,7807
19137,2586,35309,41.03018714,-95.15642896, Iowa,Montgomery County,10053
19139,11221,98936,41.48370744,-91.1121697, Iowa,Muscatine County,42889
19141,3869,51525,43.08310673,-95.62474482, Iowa,O'Brien County,13835
19143,1573,13981,43.37824276,-95.62422844, Iowa,Osceola County,6052
19145,3836,26333,40.7393172,-95.1497813, Iowa,Page County,15268
19147,2397,23166,43.08193849,-94.67824621, Iowa,Palo Alto County,9003
19149,7121,72091,42.737633,-96.21366621, Iowa,Plymouth County,25068
19151,1935,18202,42.73420133,-94.67862564, Iowa,Pocahontas County,6797
19153,147032,701368,41.68679484,-93.57767461, Iowa,Polk County,479612
19155,27888,189208,41.33640314,-95.53907776, Iowa,Pottawattamie County,93393
19157,4623,38065,41.68625425,-92.53155731, Iowa,Poweshiek County,18388
19159,1317,21886,40.73518949,-94.24368535, Iowa,Ringgold County,4964
19161,2872,21431,42.38624071,-95.10547892, Iowa,Sac County,9802
19163,48742,245669,41.63935978,-90.61959493, Iowa,Scott County,172446
19165,3165,33221,41.6850066,-95.31015553, Iowa,Shelby County,11606
19167,8924,61202,43.08221074,-96.1767568, Iowa,Sioux County,34827
19169,23244,53793,42.03621213,-93.46499005, Iowa,Story County,96941
19171,4646,68135,42.07991767,-92.53266945, Iowa,Tama County,17032
19173,1531,13036,40.73710579,-94.69778563, Iowa,Taylor County,6167
19175,3161,32283,41.0277278,-94.24234847, Iowa,Union County,12358
19177,1695,17183,40.75326764,-91.95017958, Iowa,Van Buren County,7150
19179,10413,131637,41.03064984,-92.40954728, Iowa,Wapello County,35141
19181,14470,83698,41.33559454,-93.56007641, Iowa,Warren County,50076
19183,6800,50901,41.33577126,-91.71725711, Iowa,Washington County,22100
19185,1516,21315,40.73969028,-93.32752197, Iowa,Wayne County,6429
19187,12086,100714,42.42853483,-94.17987389, Iowa,Webster County,36545
19189,3459,31123,43.37751174,-93.73407298, Iowa,Winnebago County,10534
19191,4484,32709,43.29094334,-91.84422722, Iowa,Winneshiek County,20262
19193,33014,225303,42.38979414,-96.0459439, Iowa,Woodbury County,102586
19195,2044,8670,43.37750768,-93.26087602, Iowa,Worth County,7445
19197,4032,38735,42.73305373,-93.73515113, Iowa,Wright County,12739
20001,5101,27802,37.88582951,-95.30030847, Kansas,Allen County,12556
20003,2577,18733,38.21413251,-95.29272815, Kansas,Anderson County,7835
20005,5028,21080,39.53185661,-95.30870026, Kansas,Atchison County,16268
20007,1229,5989,37.2288586,-98.68460053, Kansas,Barber County,4624
20009,7630,59051,38.47889676,-98.75636726, Kansas,Barton County,26453
20011,5585,32238,37.85508555,-94.84865997, Kansas,Bourbon County,14608
20013,3138,32732,39.82652589,-95.56421698, Kansas,Brown County,9626
20015,22491,109669,37.78134351,-96.83878537, Kansas,Butler County,66698
20017,796,4303,38.30292938,-96.59563862, Kansas,Chase County,2637
20019,994,9578,37.14994405,-96.2454192, Kansas,Chautauqua County,3323
20021,7385,55501,37.16928494,-94.8462897, Kansas,Cherokee County,20179
20023,728,10787,39.78580976,-101.7318201, Kansas,Cheyenne County,2665
20025,578,5857,37.23577007,-99.81883015, Kansas,Clark County,2026
20027,2451,25735,39.34948772,-97.16518128, Kansas,Clay County,8082
20029,2663,25347,39.48028352,-97.64925343, Kansas,Cloud County,8938
20031,2821,26657,38.2365018,-95.73379515, Kansas,Coffey County,8254
20033,546,9657,37.1911452,-99.27113247, Kansas,Comanche County,1740
20035,12393,100171,37.23781842,-96.83776647, Kansas,Cowley County,35351
20037,15084,80596,37.50675523,-94.85245778, Kansas,Crawford County,38968
20039,787,11799,39.78468441,-100.4594081, Kansas,Decatur County,2860
20041,5878,48963,38.86600962,-97.15532383, Kansas,Dickinson County,18828
20043,2834,21700,39.79067154,-95.14056866, Kansas,Doniphan County,7684
20045,34079,87589,38.88503636,-95.2925121, Kansas,Douglas County,120290
20047,676,9655,37.88735543,-99.31263309, Kansas,Edwards County,2869
20049,695,5806,37.45338105,-96.24369667, Kansas,Elk County,2523
20051,8400,59998,38.91458712,-99.31751551, Kansas,Ellis County,28775
20053,2433,21268,38.69677695,-98.20462799, Kansas,Ellsworth County,6231
20055,13368,74342,38.04340344,-100.7381938, Kansas,Finney County,36750
20057,12363,74223,37.69200114,-99.88825298, Kansas,Ford County,34179
20059,8182,50771,38.56443815,-95.28644341, Kansas,Franklin County,25558
20061,11354,45565,38.99871131,-96.7577178, Kansas,Geary County,34025
20063,943,17282,38.91588178,-100.4829321, Kansas,Gove County,2644
20065,755,9002,39.34987223,-99.88332493, Kansas,Graham County,2519
20067,2782,22574,37.56227336,-101.3079758, Kansas,Grant County,7467
20069,1416,14243,37.73836671,-100.4369088, Kansas,Gray County,6039
20071,391,1974,38.4808095,-101.8061079, Kansas,Greeley County,1185
20073,2206,13491,37.8774388,-96.23250453, Kansas,Greenwood County,6081
20075,547,1713,37.99978709,-101.7921066, Kansas,Hamilton County,2591
20077,1915,17952,37.19175361,-98.07578384, Kansas,Harper County,5594
20079,11858,73261,38.04293782,-97.42747573, Kansas,Harvey County,34503
20081,1129,7599,37.5620394,-100.8710738, Kansas,Haskell County,4018
20083,496,7377,38.08780079,-99.89829881, Kansas,Hodgeman County,1876
20085,4615,18332,39.41673394,-95.79356799, Kansas,Jackson County,13266
20087,5723,38752,39.2347941,-95.38289232, Kansas,Jefferson County,18890
20089,952,7931,39.78470589,-98.21820662, Kansas,Jewell County,2885
20091,177211,787302,38.88548175,-94.82250877, Kansas,Johnson County,591506
20093,1369,12524,38.00017981,-101.321681, Kansas,Kearny County,3907
20095,2327,16769,37.55909527,-98.13638678, Kansas,Kingman County,7340
20097,770,4280,37.55848695,-99.2856537, Kansas,Kiowa County,2505
20099,7954,49549,37.19113093,-95.29849679, Kansas,Labette County,20119
20101,370,7014,38.48119447,-100.4660754, Kansas,Lane County,1564
20103,24108,110871,39.20183497,-95.03620809, Kansas,Leavenworth County,80745
20105,735,5799,39.04549684,-98.20756994, Kansas,Lincoln County,3044
20107,3456,15544,38.21267844,-94.84254089, Kansas,Linn County,9671
20109,1015,7277,38.91735806,-101.148475, Kansas,Logan County,2805
20111,12030,82298,38.45576156,-96.15275715, Kansas,Lyon County,33251
20113,9504,79351,38.39184858,-97.64769869, Kansas,McPherson County,28567
20115,4006,26170,38.35855394,-97.0985251, Kansas,Marion County,11964
20117,2947,26337,39.78359669,-96.52278974, Kansas,Marshall County,9749
20119,1411,12489,37.23859987,-100.364831, Kansas,Meade County,4180
20121,9589,53142,38.56383358,-94.83832189, Kansas,Miami County,33417
20123,1754,14639,39.39331582,-98.20906732, Kansas,Mitchell County,6145
20125,10954,92454,37.19236568,-95.74329258, Kansas,Montgomery County,32521
20127,1763,19000,38.68827511,-96.65128437, Kansas,Morris County,5566
20129,742,7737,37.19141121,-101.7992519, Kansas,Morton County,2754
20131,3780,44186,39.78345387,-96.01392079, Kansas,Nemaha County,10121
20133,6079,39105,37.55862897,-95.30670046, Kansas,Neosho County,16108
20135,896,13866,38.47974157,-99.91547333, Kansas,Ness County,2876
20137,2452,25476,39.78443827,-99.90286639, Kansas,Norton County,5446
20139,4855,31541,38.65235984,-95.72707998, Kansas,Osage County,15881
20141,1011,11060,39.3503437,-98.76753828, Kansas,Osborne County,3530
20143,1444,12671,39.13237408,-97.65020313, Kansas,Ottawa County,5822
20145,2573,14360,38.18108732,-99.23692334, Kansas,Pawnee County,6629
20147,1682,21588,39.78465501,-99.34668865, Kansas,Phillips County,5340
20149,7077,34460,39.37925655,-96.34564657, Kansas,Pottawatomie County,23847
20151,2272,22045,37.64780729,-98.73922153, Kansas,Pratt County,9452
20153,775,6236,39.78525843,-101.0761617, Kansas,Rawlins County,2502
20155,22635,146173,37.95230263,-98.08607292, Kansas,Reno County,62765
20157,1551,11880,39.82799632,-97.65036709, Kansas,Republic County,4658
20159,3067,14295,38.34616184,-98.19992118, Kansas,Rice County,9658
20161,16336,51761,39.28935726,-96.73420026, Kansas,Riley County,75056
20163,1582,12475,39.35022773,-99.32484567, Kansas,Rooks County,5053
20165,961,12162,38.52275276,-99.30863983, Kansas,Rush County,3022
20167,2153,25642,38.91462787,-98.76254297, Kansas,Russell County,6948
20169,16991,147748,38.78369175,-97.65185177, Kansas,Saline County,54701
20171,1570,21990,38.48222076,-100.9066539, Kansas,Scott County,4917
20173,170567,852520,37.6842718,-97.4608198, Kansas,Sedgwick County,513375
20175,8464,39938,37.19324632,-100.8507201, Kansas,Seward County,22349
20177,60325,388494,39.04100763,-95.7557264, Kansas,Shawnee County,177852
20179,899,11696,39.35018161,-100.4418259, Kansas,Sheridan County,2506
20181,1802,12774,39.35147699,-101.7197624, Kansas,Sherman County,5938
20183,827,4115,39.78516566,-98.78566062, Kansas,Smith County,3627
20185,1388,15019,38.03100851,-98.71762001, Kansas,Stafford County,4181
20187,526,6072,37.56304714,-101.7843534, Kansas,Stanton County,2052
20189,1895,12487,37.1923008,-101.3118967, Kansas,Stevens County,5603
20191,6618,47160,37.23682549,-97.47721621, Kansas,Sumner County,23114
20193,3000,18169,39.35107575,-101.0553705, Kansas,Thomas County,7810
20195,945,7412,38.91467218,-99.87284448, Kansas,Trego County,2840
20197,1987,14079,38.95471985,-96.20350509, Kansas,Wabaunsee County,6889
20199,487,4010,38.91686134,-101.7638876, Kansas,Wallace County,1574
20201,1605,14015,39.78420784,-97.0875323, Kansas,Washington County,5493
20203,598,5527,38.48178252,-101.3471509, Kansas,Wichita County,2130
20205,3443,25557,37.55937174,-95.74323255, Kansas,Wilson County,8688
20207,1035,8103,37.8865336,-95.74006277, Kansas,Woodson County,3157
20209,54410,321596,39.11727348,-94.76378225, Kansas,Wyandotte County,164861
21001,7780,66306,37.10459774,-85.28129668, Kentucky,Adair County,19222
21003,8495,58605,36.75197631,-86.19457544, Kentucky,Allen County,20944
21005,8465,36428,38.00671029,-84.99171713, Kentucky,Anderson County,22409
21007,1736,16229,37.05842757,-88.99427697, Kentucky,Ballard County,8032
21009,17223,121808,36.96469836,-85.93338945, Kentucky,Barren County,43884
21011,4631,25781,38.14735938,-83.74588932, Kentucky,Bath County,12355
21013,11109,81948,36.73355174,-83.67766671, Kentucky,Bell County,26791
21015,46828,168129,38.97065142,-84.72615357, Kentucky,Boone County,130820
21017,7794,29785,38.2054607,-84.21827874, Kentucky,Bourbon County,20058
21019,22787,97580,38.36176608,-82.68652187, Kentucky,Boyd County,47682
21021,11397,75831,37.62680923,-84.8633779, Kentucky,Boyle County,29972
21023,2748,12944,38.69158994,-84.08532444, Kentucky,Bracken County,8305
21025,5372,26823,37.52333168,-83.31959161, Kentucky,Breathitt County,12977
21027,6672,37423,37.77377239,-86.42885017, Kentucky,Breckinridge County,20176
21029,29051,116596,37.97162523,-85.68955617, Kentucky,Bullitt County,80171
21031,4735,33418,37.20946153,-86.68748787, Kentucky,Butler County,12764
21033,5062,35665,37.14749129,-87.86948214, Kentucky,Caldwell County,12702
21035,11762,54748,36.62093411,-88.2731593, Kentucky,Calloway County,38837
21037,30045,98217,38.94384345,-84.37875208, Kentucky,Campbell County,92861
21039,1349,10676,36.85372876,-88.9669222, Kentucky,Carlisle County,4784
21041,4307,25553,38.66599534,-85.12601074, Kentucky,Carroll County,10671
21043,12010,54974,38.31690743,-83.05092385, Kentucky,Carter County,27159
21045,5376,44905,37.32533118,-84.92726209, Kentucky,Casey County,15885
21047,20053,122638,36.89267803,-87.49055367, Kentucky,Christian County,71414
21049,14439,38967,37.9689263,-84.14615986, Kentucky,Clark County,35971
21051,9717,51781,37.16451126,-83.712575, Kentucky,Clay County,20368
21053,4738,30632,36.72581156,-85.13377529, Kentucky,Clinton County,10193
21055,2840,27460,37.35839237,-88.0882609, Kentucky,Crittenden County,9000
21057,2770,15896,36.78926125,-85.39050034, Kentucky,Cumberland County,6697
21059,38669,223773,37.73028906,-87.0901948, Kentucky,Daviess County,100474
21061,3281,28934,37.21218923,-86.23955613, Kentucky,Edmonson County,12138
21063,3658,8522,38.11624059,-83.09771563, Kentucky,Elliott County,7510
21065,5281,22675,37.69241417,-83.95956369, Kentucky,Estill County,14224
21067,122524,359074,38.0368225,-84.45576892, Kentucky,Fayette County,320601
21069,4973,31148,38.36758311,-83.69657514, Kentucky,Fleming County,14513
21071,16883,105182,37.56213922,-82.74750924, Kentucky,Floyd County,36456
21073,18505,81362,38.2379395,-84.87962551, Kentucky,Franklin County,50529
21075,1470,16948,36.55238827,-89.20140068, Kentucky,Fulton County,6130
21077,2792,31860,38.75398691,-84.8558382, Kentucky,Gallatin County,8737
21079,5977,41899,37.6388668,-84.53289319, Kentucky,Garrard County,17445
21081,9951,32513,38.64962758,-84.62415957, Kentucky,Grant County,24951
21083,13638,109616,36.72292505,-88.65143315, Kentucky,Graves County,37248
21085,10052,76293,37.46231118,-86.34248968, Kentucky,Grayson County,26247
21087,4819,24923,37.26484328,-85.5540745, Kentucky,Green County,10979
21089,16680,76490,38.54332505,-82.9215658, Kentucky,Greenup County,35555
21091,3142,15309,37.83766422,-86.78280584, Kentucky,Hancock County,8720
21093,43631,232584,37.6976111,-85.96319251, Kentucky,Hardin County,108527
21095,12777,112872,36.85699301,-83.21899516, Kentucky,Harlan County,26699
21097,8512,37834,38.44188174,-84.32869741, Kentucky,Harrison County,18722
21099,6865,56240,37.29943898,-85.88461055, Kentucky,Hart County,18729
21101,17626,94830,37.79344553,-87.57392021, Kentucky,Henderson County,45829
21103,6373,26048,38.44942688,-85.11587507, Kentucky,Henry County,15911
21105,1092,15324,36.6794808,-88.97875928, Kentucky,Hickman County,4510
21107,19659,161979,37.30939025,-87.54670406, Kentucky,Hopkins County,45331
21109,5208,46278,37.41866422,-83.99825483, Kentucky,Jackson County,13369
21111,281920,1405810,38.18664655,-85.65931031, Kentucky,Jefferson County,767419
21113,19048,82154,37.87119786,-84.58252003, Kentucky,Jessamine County,53032
21115,9035,57521,37.85106355,-82.8264322, Kentucky,Johnson County,22634
21117,54017,237785,38.93950319,-84.53241199, Kentucky,Kenton County,165668
21119,6057,34500,37.35388197,-82.94981134, Kentucky,Knott County,15260
21121,14980,71279,36.89225732,-83.85403396, Kentucky,Knox County,31365
21123,4800,37706,37.54567114,-85.70138352, Kentucky,Larue County,14204
21125,26890,121474,37.10975748,-84.11321779, Kentucky,Laurel County,60357
21127,5538,36168,38.07136018,-82.72882223, Kentucky,Lawrence County,15671
21129,3499,30138,37.59645942,-83.71513901, Kentucky,Lee County,6881
21131,5206,22216,37.09246661,-83.37999606, Kentucky,Leslie County,10283
21133,9835,60316,37.12306748,-82.85346474, Kentucky,Letcher County,22295
21135,5723,49481,38.53184419,-83.37735618, Kentucky,Lewis County,13417
21137,8881,74275,37.45475628,-84.6565327, Kentucky,Lincoln County,24476
21139,3097,32793,37.21137452,-88.34797529, Kentucky,Livingston County,9235
21141,10294,77056,36.85949479,-86.877635, Kentucky,Logan County,26902
21143,3613,21727,37.02080035,-88.07886257, Kentucky,Lyon County,8271
21145,23893,148928,37.05350953,-88.70445755, Kentucky,McCracken County,65268
21147,7695,43141,36.73874143,-84.48102924, Kentucky,McCreary County,17465
21149,3336,31941,37.5301951,-87.26803443, Kentucky,McLean County,9283
21151,35341,148655,37.71659336,-84.27220275, Kentucky,Madison County,90802
21153,5140,24688,37.70820545,-83.0657714, Kentucky,Magoffin County,12491
21155,8024,45973,37.55218078,-85.26898542, Kentucky,Marion County,19244
21157,10234,65122,36.8800707,-88.32803576, Kentucky,Marshall County,31192
21159,4223,26783,37.79990579,-82.51247478, Kentucky,Martin County,11648
21161,6291,55939,38.59471935,-83.82151043, Kentucky,Mason County,17112
21163,7439,34534,37.96163597,-86.21028219, Kentucky,Meade County,28182
21165,2354,18197,37.94090733,-83.59985712, Kentucky,Menifee County,6443
21167,9434,59416,37.81474237,-84.87488475, Kentucky,Mercer County,21592
21169,3709,36053,36.99459295,-85.63123699, Kentucky,Metcalfe County,10036
21171,4491,47867,36.71225341,-85.71596443, Kentucky,Monroe County,10627
21173,11321,53218,38.03253032,-83.9145241, Kentucky,Montgomery County,27884
21175,6685,12576,37.92465657,-83.25558245, Kentucky,Morgan County,13288
21177,13269,73761,37.21425819,-87.14632053, Kentucky,Muhlenberg County,30951
21179,19180,80273,37.80335779,-85.4657193, Kentucky,Nelson County,45650
21181,2715,16177,38.33342292,-84.01889177, Kentucky,Nicholas County,7153
21183,8946,62511,37.47751843,-86.85368087, Kentucky,Ohio County,24071
21185,23544,88206,38.39791089,-85.448222, Kentucky,Oldham County,65967
21187,3122,18907,38.51679143,-84.82404619, Kentucky,Owen County,10796
21189,2091,16084,37.42823949,-83.68811419, Kentucky,Owsley County,4442
21191,4349,17406,38.69607718,-84.35599463, Kentucky,Pendleton County,14572
21193,15950,92650,37.25023553,-83.22922731, Kentucky,Perry County,26624
21195,25107,159242,37.47088263,-82.39487445, Kentucky,Pike County,59497
21197,6444,20794,37.83218794,-83.82553961, Kentucky,Powell County,12304
21199,22077,153863,37.10466131,-84.57629079, Kentucky,Pulaski County,64350
21201,876,13056,38.51923469,-84.05055616, Kentucky,Robertson County,2123
21203,6626,31543,37.36642393,-84.31176452, Kentucky,Rockcastle County,16820
21205,9745,33236,38.19484205,-83.42088935, Kentucky,Rowan County,24507
21207,8338,50844,36.99308373,-85.06070117, Kentucky,Russell County,17778
21209,22810,56280,38.29622293,-84.5816631, Kentucky,Scott County,54667
21211,16840,93387,38.21476019,-85.194223, Kentucky,Shelby County,47325
21213,7481,51395,36.74058474,-86.58047435, Kentucky,Simpson County,18183
21215,7052,30629,38.03223971,-85.32749335, Kentucky,Spencer County,18680
21217,11788,67516,37.3677562,-85.3329931, Kentucky,Taylor County,25571
21219,3553,27656,36.8381152,-87.17878374, Kentucky,Todd County,12316
21221,5075,22037,36.80767017,-87.87333656, Kentucky,Trigg County,14449
21223,2744,18680,38.61056487,-85.33775972, Kentucky,Trimble County,8558
21225,5436,29354,37.66166713,-87.94300009, Kentucky,Union County,14638
21227,55008,217076,36.99903045,-86.42672751, Kentucky,Warren County,128652
21229,5067,37074,37.75599461,-85.17407732, Kentucky,Washington County,12023
21231,8289,52334,36.80310688,-84.8251971, Kentucky,Wayne County,20546
21233,4888,28235,37.52168356,-87.67989953, Kentucky,Webster County,13068
21235,17126,96890,36.75700531,-84.14541217, Kentucky,Whitley County,36131
21237,3554,12296,37.73941626,-83.49303612, Kentucky,Wolfe County,7207
21239,9476,26399,38.04178222,-84.7417556, Kentucky,Woodford County,26318
22001,18892,204278,30.2950649,-92.41419698, Louisiana,Acadia Parish,62457
22003,9040,95786,30.65385745,-92.82442028, Louisiana,Allen Parish,25618
22005,45035,197131,30.20406249,-90.9132841, Louisiana,Ascension Parish,123114
22007,6769,45883,29.89946234,-91.06461642, Louisiana,Assumption Parish,22478
22009,14308,137963,31.07796211,-92.00079449, Louisiana,Avoyelles Parish,40669
22011,11173,91534,30.64836518,-93.34173616, Louisiana,Beauregard Parish,37043
22013,4984,79395,32.34569994,-93.05398492, Louisiana,Bienville Parish,13564
22015,50802,322979,32.67932307,-93.60460152, Louisiana,Bossier Parish,126499
22017,88195,798588,32.57991587,-93.88375652, Louisiana,Caddo Parish,245831
22019,67837,473793,30.22931235,-93.35400434, Louisiana,Calcasieu Parish,201619
22021,4599,32019,32.0902519,-92.11752148, Louisiana,Caldwell Parish,9992
22023,1386,6034,29.87592238,-93.19310676, Louisiana,Cameron Parish,6930
22025,3132,37645,31.66778967,-91.84526385, Louisiana,Catahoula Parish,9766
22027,4094,53607,32.82308512,-92.99526883, Louisiana,Claiborne Parish,15985
22029,6427,59865,31.44817835,-91.63814433, Louisiana,Concordia Parish,19778
22031,9734,89161,32.05457447,-93.74130302, Louisiana,De Soto Parish,27289
22033,143480,926795,30.53842039,-91.09777565, Louisiana,East Baton Rouge Parish,443763
22035,3326,24592,32.73926954,-91.23425694, Louisiana,East Carroll Parish,7096
22037,8336,120931,30.84425359,-91.04976723, Louisiana,East Feliciana Parish,19371
22039,10201,101933,30.72985248,-92.39915924, Louisiana,Evangeline Parish,33589
22041,8862,115862,32.13675181,-91.67589857, Louisiana,Franklin Parish,20238
22043,7511,61579,31.59882456,-92.56124347, Louisiana,Grant Parish,22340
22045,23815,180460,29.86803617,-91.75871777, Louisiana,Iberia Parish,71887
22047,11609,107829,30.25734305,-91.3499598, Louisiana,Iberville Parish,32822
22049,5571,52861,32.30251776,-92.55692092, Louisiana,Jackson Parish,15879
22051,142027,993691,29.74075478,-90.11115756, Louisiana,Jefferson Parish,434850
22053,8176,104216,30.26896765,-92.81210004, Louisiana,Jefferson Davis Parish,31441
22055,78853,325255,30.2049055,-92.06959876, Louisiana,Lafayette Parish,241973
